word,phonemes,label
visului,start V IH S UW L UW,Y
nălucitelor,start N AX L UW CH IH T EH L OH,R
moldovean,start M OH L D OH V EH AE N,stop
culturilor,start K UW L T UW,R
întâlnita,start IX N T IX L N IH T,AE
publicitate,start P UW B L IH CH IH,T
numesc,start N UW M EH S,K
dunăre,start D UW N AX,R
declari,start D EH K L AE,R
sugeam,start S UW JH,EH
futuseși,start F UW T UW S EH SH,stop
leg,start L,EH
separai,start S EH P AE R AE,Y
seri,start,S
dictat,start D IH K T,AE
fantezia,start F AE,N
cartofi,start K,AE
coagulam,start K OH AE G UW L AE,M
lucrurilor,start L UW K R UW R IH L,OH
torturaserăm,start T OH R T UW R AE S EH R,AX
lubrifie,start L UW B R IH F,IH
părăsi,start P AX R AX S IH,stop
transforme,start T R AE,N
omniprezențele,start OH M N IH P R EH Z EH N T S EH L,EH
bufoni,start B,UW
privatizai,start P R IH V AE,T
reparase,start R EH P AE,R
echidne,start,EH
sexualului,start S,EH
inventez,start IH N V EH N T EH,Z
focilor,start F OH CH IH,L
ordon,start OH R,D
eligibilitate,start EH L IH JH IH B IH L IH,T
gândiserăm,start G IX N,D
numisem,start N UW M IH S EH M,stop
sorii,start S,OH
nivelam,start N IH,V
simplifica,start S,IH
implicat,start IH M P L IH K AE,T
năluciților,start N,AX
fantasme,start F AE N T AE S,M
conjugam,start,K
pământ,start,P
întâlniților,start,IX
cenzurat,start CH EH N Z,UW
simplă,start S IH M,P
frecară,start F R EH,K
călătoriții,start K AX L AX T OH R IH IH,stop
giaco,start JH Y,AE
sodomizai,start S OH D OH M IH Z AE,Y
controlase,start K OH N T R OH L,AE
portocală,start P OH,R
aminti,start AE M IH,N
milă,start M,IH
înzestraserăm,start IX N Z EH S T R AE S EH R AX,M
mărturiseau,start M,AX
formalitate,start F OH,R
pământești,start P AX M IX N,T
întristez,start IX,N
pornografiilor,start P OH R N OH G R AE F IH L OH R,stop
sfârșești,start,S
spovediseși,start,S
capabilitate,start AE P AE B IH,L
delirau,start D EH L,IH
cocoș,start,K
veneram,start V EH N EH R AE,M
găseai,start,G
ii,start IH,stop
îmbunătățiserăți,start IX M B UW N AX T AX T S IH S EH R,AX
urinaseră,start UW,R
controlaseră,start K OH N T R OH,L
nouă,start N,OH
mulțumiră,start,M
necăjitul,start N EH K AX ZH IH T UW,stop
animai,start AE N IH M,AE
zăpușită,start Z,AX
custam,start K,UW
fabricat,start,F
combini,start,K
fermo,start F EH R,M
sangvin,start,S
fete,start F EH T,EH
bondar,start B OH N D,AE
abandonezi,start AE B,AE
ruta,start R UW T AE,stop
masturbaților,start M AE S T UW R B AE,IH
românescul,start R OH M IX N,EH
sexuali,start S EH K S UW,AE
prietenele,start P R IH EH T,EH
slovenelor,start S L OH,V
dicționarul,start D IH K IH OH N,AE
estimam,start EH S T IH M AE M,stop
porniții,start P OH R N IH IH,stop
caise,start,K
forma,start F OH,R
misteriosului,start M IH S T EH R IH OH S UW L,UW
explicație,start EH K S P,L
iudaism,start Y UW D AE IH,S
întristat,start,IX
fabricam,start F AE B R IH K AE M,stop
lipsita,start L IH P S IH,T
lubrifiant,start L UW B,R
barza,start B,AE
limitară,start L IH M IH T AE,R
fraternitate,start F R AE T EH R,N
sângeros,start S IX N JH,EH
răpirăm,start R AX P IH,R
îmbunătățim,start IX M B UW N AX T AX T S IH,M
plictiseați,start P L IH K T IH S Y AE,T
stimulați,start S,T
mărturisit,start M AX R T UW R IH S,IH
cenzurat,start CH EH N Z UW R AE T,stop
oarfăn,start W AE,DX
recuperez,start R EH K UW,P
profesase,start P R OH F EH,S
tocai,start T OH K AE,Y
sacrifici,start S AE K R IH F IH,CH
gândesc,start G IX N,D
nutricat,start N UW,T
industrializase,start IH N D,UW
frontiera,start F R OH N T,IH
controlat,start K OH N T R OH,L
perfectează,start P EH R F,EH
regele,start R,EH
convinge,start K OH,N
groto,start G,R
băieței,start B AX Y EH EH,Y
imaginat,start IH M AE JH IH N AE,T
polonez,start P OH L OH N EH,Z
barza,start B AE R,Z
veștejiților,start V EH SH T EH ZH IH IH L OH R,stop
asurzita,start AE S UW,R
oală,start W AE L,AX
cadavrului,start K AE D AE V R UW,L
dictatura,start,D
dușmănită,start,D
femeilor,start F,EH
important,start IH M P OH R,T
pornind,start P OH R N IH N,D
perinee,start P EH R IH N EH,stop
delimiteze,start D,EH
gravitație,start,G
reabilitai,start R EH AE B IH L,IH
nivelam,start N IH V EH L AE M,stop
resurse,start R EH S UW R,S
spumam,start S P UW M AE,M
cărtărescu,start K AX R T AX R,EH
perturbai,start P EH R T UW R,B
lipsirăți,start L IH P S,IH
bulgărești,start B UW L G,AX
modificase,start M OH D IH F,IH
norul,start N OH R UW L,stop
spovedesc,start S P OH V,EH
întărirăți,start,IX
funcționau,start F UW N,K
folositului,start F OH L OH S IH T,UW
anihilase,start AE N IH HH IH L AE S EH,stop
glonte,start G L OH N T,EH
colina,start K OH L IH,N
delimitași,start D EH L IH M IH T AE,SH
atrocității,start AE T,R
veșted,start V EH SH,T
exprimam,start EH,K
tatuase,start T,AE
nutricat,start N UW T R IH K AE,T
înzestrau,start IX N Z EH S T R AE W,stop
anatemă,start AE N AE T EH M AX,stop
cenzureze,start CH EH N Z,UW
spovedii,start S P OH V EH,D
găsesc,start G AX S EH S,K
cadavrul,start K AE,D
popescu,start P OH,P
nativa,start N AE T IH,V
portocal,start,P
macabrului,start M,AE
înclinație,start IX NG K L IH N AE,IH
vomit,start V OH,M
copleșitori,start K,OH
norul,start N OH,R
româneștii,start,R
inovam,start IH N,OH
hemoroid,start,HH
întăriseși,start IX N T AX R IH S EH SH,stop
gânditul,start G IX N D IH T,UW
antonescu,start,AE
înjurături,start IX N,ZH
formând,start F OH R M IX N D,stop
vocale,start V,OH
dalto,start D,AE
plictisiră,start P L IH K,T
prietenele,start P R IH EH T EH N EH L,EH
urinaserăți,start UW R IH,N
formaseși,start F OH R M AE S EH,SH
tunse,start T UW N S EH,stop
șoptit,start SH OH P T IH,T
insistez,start IH,N
întristând,start,IX
sodomizau,start S OH,D
fraga,start F R AE G,AE
năluciși,start N AX L UW T,SH
observase,start OH B S EH,R
gândiră,start G IX N D IH R,AX
dispar,start D IH S P,AE
cadavrului,start K AE D AE V,R
lipseați,start L IH P S EH AE,T
urinează,start UW R IH N EH AE Z AX,stop
eliminase,start EH L IH M IH,N
întâlniră,start IX N T,IX
limitarăți,start L IH M,IH
copleșitorului,start K OH P L EH SH IH T OH R UW L UW Y,stop
deranjate,start,D
grăbească,start G R AX B EH AE S,K
distrează,start D IH S,T
perfectai,start P EH R F EH K T,AE
gândea,start G,IX
ejacularăți,start EH ZH AE K UW L,AE
omenește,start OH M EH N EH SH,T
fixat,start F IH K,S
aspirat,start AE S P IH R AE,T
iubiră,start Y UW B,IH
îmbăta,start IX M B AX T AE,stop
blocase,start B L OH,K
admirai,start AE D,M
caprine,start K AE P R IH N EH,stop
sălbatică,start S AX L B AE,T
baie,start B AE Y,EH
apocaliptică,start AE,P
necăji,start N,EH
pasai,start P AE,S
pornografului,start P OH R N OH G R AE F UW L UW,Y
elipso,start EH L,IH
asurzesc,start AE S UW R Z EH S K,stop
dauna,start D AE,UW
piedestal,start P Y EH D EH S T,AE
șal,start,SH
scrotalul,start S K,R
supseră,start,S
neomenește,start N EH OH M EH N,EH
cotidian,start K OH T IH D,IH
iubirăți,start Y UW B IH R,AX
călătoare,start K AX L AX,T
simplu,start S IH M P L UW,stop
abandonaserăți,start AE B AE N D OH N AE,S
primiserăți,start P R IH M IH S,EH
intervenim,start,IH
arase,start AE R AE,S
opreai,start OH,P
devii,start D,EH
conspiram,start K OH N S P IH R AE M,stop
albulescu,start AE L B,UW
analizarăți,start AE,N
perineali,start P EH R IH N,EH
sexualele,start S EH K,S
geană,start JH EH,AE
amorțit,start AE M OH R T S,IH
clădisem,start K L AX D IH S,EH
agest,start AE JH EH S T,stop
șoptii,start SH OH,P
scade,start S K AE,D
atrocitate,start AE T R OH CH IH T,AE
sexualul,start S EH K S UW,AE
exercitase,start,EH
analizând,start AE N AE L IH Z IX N,D
dușmănit,start D,UW
șantajului,start SH AE N T AE ZH UW L,UW
grăbeai,start G R AX B EH AE,Y
mulțumiserăm,start M UW L UW M IH S EH R AX,M
distraserăți,start D,IH
necăjeați,start N EH,K
urinaseră,start UW R IH N AE S EH R AX,stop
înzestrez,start IX N Z,EH
utilizai,start UW T IH L IH,Z
anusurilor,start AE N UW S UW R,IH
sunetelor,start,S
domn,start D OH M,N
erau,start,Y
absolutizam,start AE B,S
citea,start T SH IH,T
formații,start F OH,R
gene,start JH EH,N
nălucesc,start N AX L UW T SH EH,S
oglindă,start OH G,L
citeai,start T SH IH T Y AE Y,stop
existat,start EH,G
călătorirăm,start K AX L AX T OH R IH R,AX
futură,start F UW,T
perseverai,start P EH R S EH V EH R AE Y,stop
activase,start AE K T IH V AE,S
săvârși,start S AX,V
masturbarăm,start M AE S T UW,R
negai,start N EH,G
exemplele,start EH,G
asturian,start AE S T UW R,IH
usture,start UW S T,UW
perfectaseși,start P EH R F EH K T AE S,EH
iubind,start Y UW B IH N,D
stradă,start S T R AE D AX,stop
atroce,start AE T R OH CH,EH
oltenia,start OH L T EH N IH AE,stop
orienteze,start OH,R
negam,start N EH G AE,M
stimulaserăți,start S T IH M UW L AE S,EH
atrocitățile,start AE T R,OH
probam,start P R OH,B
frecarăm,start F R EH,K
clădeai,start K L AX D Y AE Y,stop
suplicai,start S UW P L IH K AE,Y
graniță,start G R,AE
bată,start B AE T AX,stop
latină,start L,AE
nutric,start N,UW
argumentat,start AE R G UW M EH N T AE T,stop
analizase,start,AE
aspir,start AE S,P
cernui,start CH,EH
oameni,start W AE,M
rânduri,start,R
clădisem,start K L AX,D
făcuserăm,start F AX K UW S,EH
frecaseră,start F R EH,K
prepoziție,start P R,EH
homosexualului,start HH OH M OH S EH,K
fumat,start F,UW
elizee,start EH,L
iubire,start,Y
lubrifiez,start L UW B R,IH
cadavrului,start K AE D,AE
narcotic,start N AE DX K OH,T
cercai,start CH EH R,K
examen,start EH G,Z
inflorescență,start IH N F L OH,DX
pusei,start P UW,S
domine,start D OH M,IH
eroticului,start EH R OH T,IH
apocalipticele,start AE P OH K AE L IH P T IH CH EH L EH,stop
distrarăți,start D,IH
abandoneze,start AE B AE N D,OH
distrarăm,start D IH S T R AE R,AX
niculescu,start N IH K UW,L
catalani,start,K
condamnez,start K OH N D,AE
pilotaserăm,start P IH L OH T AE AE S EH R,AX
condensai,start K,OH
excavaseră,start EH K S K AE V AE S EH,R
dicționarele,start,D
separai,start S,EH
trebuia,start,T
călătorești,start K AX L AX,T
bifurcai,start,B
stimulaseră,start S T IH M UW L AE S EH,R
întăriserăm,start IX N,T
veștejește,start,V
călătoriți,start,K
întării,start IX,N
capsulase,start K AE P S UW,L
perineele,start P EH R,IH
călătoritele,start K AX L AX T OH,R
modalitate,start M OH D AE L IH T AE,T
dușmănitele,start D UW SH M AX N IH T EH L,EH
țară,start T S AE,R
proastă,start P R OH AE,S
lucrase,start L UW,K
dușmăniților,start D UW SH M AX N IH IH L OH R,stop
sexuală,start S,EH
plictisitului,start P L IH K T,IH
haina,start HH,AE
cooperase,start K OH OH P EH R AE S,EH
macabrelor,start M AE K AE B R EH,L
răbdare,start R,AX
tunse,start,T
tatuăm,start T AE T,UW
sexualelor,start S EH K S UW AE L EH L OH R,stop
sfârșiții,start S F IX R SH IH,IH
delas,start D EH,L
porno,start P OH,R
cetățeni,start CH,EH
aventurai,start AE V,EH
întărirăm,start,IX
amariliși,start AE M AE R,IH
funcționară,start F UW N K IH OH,N
gravai,start G R,AE
boim,start B,OH
substantive,start S UW B S T AE N T IH V EH,stop
asurzesc,start AE S UW R Z EH S,K
coaste,start K OH,AE
mărturiseați,start M AX R T UW,R
părinte,start P,AX
șoptii,start SH OH P T,IH
hibernez,start,HH
picoliță,start,P
răpise,start R,AX
evlaviosul,start EH V L,AE
misterioasei,start,M
frecam,start F R EH K AE M,stop
întristaseși,start,IX
aspirase,start AE S P IH,R
gravitez,start G R AE V,IH
dunărea,start D UW N AX,R
educase,start EH D UW K AE S EH,stop
boiai,start B OH Y AE Y,stop
sunt,start S UW N T,stop
anatomie,start AE,N
croata,start K,R
atacat,start AE T AE K,AE
juisezi,start ZH UW IH,S
consideri,start K OH N,S
cuvânt,start K UW V IX N T,stop
pornea,start P OH R N EH AE,stop
formaserăm,start F,OH
colinde,start K,OH
clădise,start K L AX D IH,S
explicare,start EH K S P,L
zăpușiseși,start Z AX P UW,SH
șoptesc,start SH OH P T EH,S
necăjitelor,start N EH K AX ZH IH,T
beijing,start B EH,Y
norului,start N OH R UW L UW Y,stop
culoarea,start K UW L OH AE R,EH
borta,start B OH,R
folosiserăm,start F OH L OH S,IH
crizantemă,start K R IH Z AE N T,EH
dicționarul,start D IH K IH,OH
stimulau,start S T IH M,UW
discutam,start,D
coline,start K OH L IH N EH,stop
dorința,start D OH R IH N,AE
oare,start W,AE
plăcea,start P L AX,CH
pilotai,start P IH L OH T AE AE Y,stop
somaseși,start S OH M,AE
complexe,start K OH M P,L
formai,start F OH R M AE,Y
giaco,start,JH
cuvântul,start K UW V IX N,T
răpita,start R AX P,IH
universitate,start UW N,IH
pavez,start P AE V EH,Z
balcanic,start B AE L K AE,N
masau,start M AE S AE,W
meritai,start M,EH
frontiere,start F R OH,N
ubicuelor,start UW B IH K UW EH L OH R,stop
porneau,start P OH R N EH AE W,stop
șantajam,start SH AE N T AE ZH AE,M
boit,start B OH,IH
somarăm,start S,OH
pregătisem,start P R EH G AX T IH S EH M,stop
punctam,start P UW N K T AE,M
fracturai,start F R AE K T UW R,AE
furnică,start F UW R N,IH
primita,start P R IH,M
îmbunătățea,start IX M B UW N AX,T
tentante,start T EH N T AE N T EH,stop
îmbunătățită,start IX M B UW N AX T AX,IH
salturi,start S,AE
diminețile,start D IH M IH,N
văzut,start V AX Z UW,T
separi,start S EH P AE R,stop
contase,start K OH N,T
pornitelor,start P,OH
înzestrară,start IX N,Z
argumentam,start AE R,G
excitat,start EH K S T SH IH,T
citologa,start CH IH T OH L OH,G
fracturez,start F R AE K,T
mărturisiserăți,start M AX R T UW R IH S IH S EH R AX,T
timpuri,start T IH,M
necesitate,start N,EH
plictisite,start P L IH K T IH S IH,T
șantajarăm,start SH AE N T,AE
imprimai,start IH M P R IH M,AE
mulțumeai,start M UW L UW,M
procedat,start P R OH,CH
evlavioșii,start,EH
suedez,start S UW EH D EH,Z
incriminez,start IH N K R IH M IH N EH Z,stop
limitați,start L IH M,IH
americană,start AE M EH R IH K AE N AX,stop
figuri,start F IH G,UW
republicase,start R EH P UW,B
cioculescu,start T SH,OH
deliraserăm,start D EH L IH,R
ardeam,start AE R D,EH
delirezi,start D EH L IH R,EH
brâncă,start B R IX N K,AX
perturb,start P EH,R
întristez,start IX N T R,IH
scrotale,start S K R OH T,AE
remarcase,start,R
misterioasele,start M IH S T EH R IH OH AE S EH,L
fuse,start F UW,S
marcam,start M AE R K,AE
șantajam,start SH AE N T AE,ZH
șarpe,start SH AE R P,EH
pilotași,start P,IH
năluceai,start N AX L UW T SH EH,AE
aromânească,start AE R OH M IX N EH AE S K AX,stop
abandonând,start AE B AE N D OH N IX N,D
sacru,start,S
trotase,start T,R
formase,start F OH R M AE S EH,stop
ajunge,start AE,ZH
cadavrului,start K AE D AE V R UW L UW,Y
electroconductibilitate,start,EH
lingura,start L IH NG,G
fistule,start F IH S T UW L,EH
despre,start D EH S P,R
domn,start D OH M N,stop
calce,start K AE L CH,EH
tricou,start T R IH K,OH
salamură,start,S
răpesc,start R AX,P
bateri,start B,AE
separe,start S EH P AE R,EH
delirez,start D EH,L
nutric,start N UW,T
algerian,start AE L,JH
iudaism,start Y UW D AE IH S,M
gripo,start G R IH P OH,stop
porniților,start,P
smochină,start S M OH K IH N AX,stop
intre,start IH N T R EH,stop
șopteați,start SH OH P T Y AE T,S
dominai,start D OH M IH N AE,Y
cloaca,start,K
imaginai,start,IH
șantajatul,start SH AE N T,AE
lipsitul,start L IH P S IH T UW,L
finalizam,start F IH N AE,L
grăbiserăți,start G,R
estimat,start EH,S
ating,start AE T IH,NG
perseveram,start,P
pilotăm,start P IH L OH T AE AX M,stop
sufletului,start S,UW
plictisiră,start P L IH K T IH,S
albanezi,start,AE
complexități,start OH M,P
asupra,start,AE
deranjasem,start D EH R AE N,ZH
dap,start,D
omniprezentele,start OH,M
legământ,start L EH G AX,M
abandonam,start AE B AE N D OH,N
exercitam,start,EH
mâncând,start M IX N K IX N,D
inventai,start,IH
iar,start Y AE,R
concretizai,start K OH N K R EH T IH Z,AE
răspuns,start,DX
audacie,start AE UW D,AE
cuvinte,start K UW V IH N T,EH
spermelor,start S P,EH
gravitezi,start G,R
necăjiserăm,start N,EH
sângeraserăm,start S,IX
concepi,start K OH N,CH
iluzoriile,start IH L UW Z OH R IH,L
veștejim,start V EH SH T EH ZH IH,M
șoptită,start SH OH P T IH,T
note,start N,OH
ataraxia,start,AE
frico,start F R,IH
șoptirăți,start SH OH P T IH R AX T,S
insulte,start IH N S UW,L
supsese,start S,UW
insultase,start,IH
șantajurile,start SH AE N T AE ZH UW R IH L EH,stop
pilotaseși,start P,IH
spovedeați,start S P OH V EH D,Y
diseară,start D IH S EH,AE
bando,start B AE N,D
anonimi,start AE N,OH
flama,start F L AE M,AE
nup,start N UW P,stop
puteam,start P,UW
implicai,start IH M P L IH,K
deranjarăm,start D EH,R
primiții,start P R IH,M
rinichi,start,R
lovim,start L OH V IH M,stop
îmbunătățească,start IX M B UW N AX T AX T,S
complexitate,start K OH M P L EH K S,IH
spoveditelor,start S P OH V EH D IH T EH L OH R,stop
tratase,start T R AE,T
frecaserăți,start F,R
dorințelor,start D OH R IH N EH,L
masturbarăți,start,M
zgardă,start Z G AE,R
bărbătești,start B AX R B AX T EH SH,T
armăsarul,start AE R M AX S AE R UW L,stop
sodomizaserăți,start S OH D OH M IH Z,AE
pește,start P,EH
dușmănitul,start D UW SH M AX N IH T,UW
perturbase,start P EH R T,UW
penisul,start P EH N IH S,UW
gravitând,start G R AE V IH T,IX
sunetul,start,S
distrăm,start D IH S,T
fuseseră,start F UW S EH S EH R,AX
pornit,start P OH R N,IH
dătător,start,D
folosiți,start F OH L OH,S
somăm,start S OH M,AX
lea,start,L
vorbești,start V OH R B,EH
apocalipse,start AE P OH K,AE
mâncați,start,M
flacără,start F L AE K,AX
scrii,start,S
macabre,start M AE K AE B R EH,stop
fracturam,start,F
dușmănitelor,start D UW SH M AX N IH T EH L OH,R
simulare,start S,IH
orientat,start OH R IH EH N T AE T,stop
dușmăneam,start,D
păianjen,start P AX Y AE N ZH EH N,stop
limitarăți,start L IH M IH T,AE
recunoscut,start R EH K UW N OH S K UW,T
râm,start R IX,M
sodomizaserăm,start S OH D OH M IH,Z
specialitate,start S,P
împărătească,start IX M P AX,R
consolidai,start K OH N S OH L IH D AE Y,stop
abandonă,start AE B AE,N
simplificam,start S IH M P,L
îmbunătății,start IX M B UW N,AX
reginei,start R,EH
călătorește,start K AX L AX T OH R EH SH,T
asurzească,start AE S,UW
pornograful,start P OH R N OH G,R
rusește,start R UW S,EH
speculam,start S P,EH
comparase,start K OH M P AE R,AE
narcotizase,start N AE R K OH T IH Z AE S,EH
bluzo,start B L,UW
gândisem,start G IX N D IH S,EH
dușmănești,start D UW,SH
eroticul,start EH R OH T IH K,UW
întăriserăți,start IX N T AX R IH,S
întristat,start IX,N
perfectarăm,start P EH R F EH K T AE R AX M,stop
aeroport,start,AE
săpunieră,start S AX P UW N Y EH R,AX
vorbiră,start V OH R,B
catalană,start K AE,T
cadavre,start,K
găsești,start G AX S,EH
șantajuri,start SH AE N T,AE
macedonia,start M AE CH EH D OH,N
numiră,start N,UW
sodomizatele,start S OH D OH M IH,Z
frumuseților,start F R UW M UW S EH,T
capitula,start K AE P,IH
inspiram,start IH,N
acronim,start,AE
grăbeați,start G R AX,B
gravitarăm,start G R AE V IH T AE R AX,M
frecaseși,start F R EH K,AE
dude,start D UW D,EH
călătoare,start K AX L AX T OH AE R EH,stop
respiram,start R EH S P IH R AE M,stop
grăbiți,start G R AX B,IH
cerbice,start T SH EH R B IH T SH,EH
finlandei,start F IH N,L
fuseseși,start F UW S EH,S
armăsarilor,start AE R M,AX
controlaserăm,start K OH N T R OH L AE S EH R AX,M
misterios,start M IH S T EH R IH OH S,stop
foști,start F OH SH T,stop
centrale,start CH,EH
homosexualelor,start HH OH M OH S EH K S UW,AE
țară,start T,S
copleșitoarele,start K OH P L,EH
protejam,start P R OH T EH ZH AE,M
bănui,start B AX,N
ivorian,start IH V OH R IH AE,N
scrotali,start S K R OH T AE L,stop
citească,start T SH IH,T
placi,start P L AE,CH
formulei,start F OH R M UW L,EH
hidrogenase,start HH IH D R,OH
sfârșesc,start S F IX,R
popularitate,start P OH P UW L AE R IH T AE T EH,stop
adoram,start AE D,OH
numerelor,start N UW M,EH
excavarăm,start EH K S K AE V,AE
sângeros,start S IX N JH EH R,OH
haina,start HH AE Y N AE,stop
accelerație,start AE K CH EH L EH R,AE
prezice,start P,R
exclamase,start EH K S,K
cuvânt,start K UW V IX N,T
șantajatul,start SH,AE
pilotarăm,start P IH L OH T AE AE,R
simplă,start S IH M P L,AX
coagulase,start K OH AE G UW L AE S,EH
diurn,start D,IH
culte,start K UW L,T
exercitai,start EH G Z EH R CH IH,T
comunicai,start K,OH
rupta,start,R
plictisim,start P L IH K T,IH
numea,start N,UW
gânditei,start G IX N D,IH
anatemele,start AE N AE T,EH
întâlnise,start IX N T IX L N IH S EH,stop
controlasem,start K OH N T R,OH
urăsc,start UW R AX S,K
delirurile,start D EH L IH,R
prietene,start,P
focilor,start F OH CH IH L OH,R
păianjenul,start P AX Y AE N ZH EH,N
motive,start M OH T IH V,EH
absolutizai,start AE B,S
valea,start,V
excavaseși,start EH K S K AE V AE S,EH
iluzoriilor,start IH L UW Z OH R IH L,OH
iluzorii,start IH L UW Z,OH
potabilitate,start P OH T AE B IH L IH T AE T EH,stop
eroticilor,start EH,R
ceteri,start CH EH T,EH
vampira,start V AE M P IH,R
protejai,start P R OH T EH ZH AE,Y
masturba,start M AE,S
perseverase,start P EH,R
ejaculator,start EH ZH AE K UW L,AE
nominali,start N OH M IH N AE L,stop
adormim,start,AE
bulgară,start B UW L G AE R,AX
ocupe,start OH K UW,P
soliditate,start S OH L IH D IH T,AE
lipsea,start L IH P S,EH
cercuri,start CH EH R,K
călătoritele,start K AX L AX T OH R IH,T
nălucească,start N AX,L
călătorie,start K,AX
religie,start R EH L IH D ZH IH EH,stop
turbase,start T UW R,B
apere,start AE P EH R EH,stop
formau,start F OH,R
anonime,start AE N,OH
consolidez,start K,OH
șantajez,start SH AE N T AE ZH EH,Z
iubească,start,Y
chestii,start K EH S T,IH
vorbeați,start V OH R B,stop
întâlnitelor,start IX N T IX L N IH T EH L OH R,stop
întristează,start,IX
fiți,start,F
accelerez,start AE K CH EH L EH,R
aseară,start,AE
pilotară,start,P
arșinic,start AE R SH IH N,IH
apocalipsul,start AE P OH K AE L IH P,S
somnambul,start,S
orientase,start OH R IH,EH
sacoșă,start,S
exprimai,start EH K S P R IH,M
înzestrase,start IX N Z EH S T R,AE
folosind,start F OH,L
mâncaserăți,start M IX N K AE,S
mizericordie,start M IH,Z
răpitului,start R AX P,IH
orice,start,OH
orientați,start OH R,IH
electroconductibilitate,start EH L EH,K
mistificai,start M IH S T IH F IH K AE,Y
privatizai,start,P
socializa,start S OH CH IH AE L IH Z,AE
cadavrele,start K,AE
primind,start P R IH M IH N D,stop
exilez,start EH G Z IH L EH,Z
privatizai,start P R IH V AE T IH Z AE,Y
lucian,start L UW,CH
întâlniseși,start IX N T,IX
detonat,start D EH,T
electroconductibilitate,start EH L EH K T R OH K OH N D UW K T,IH
scrumierelor,start S K R UW M IH EH R,EH
nălucească,start N AX L UW T SH EH AE S K,AX
computai,start K OH,M
îmbunătățiseră,start IX M B UW N AX T AX T S IH S,EH
întărirăm,start IX N T AX R IH R AX M,stop
exclami,start EH K S K L AE M,stop
pornograficele,start P OH R N OH G R AE F IH CH EH L EH,stop
denaturai,start D EH,N
fibre,start F IH,B
plictisirăm,start P,L
păros,start P,AX
expirase,start EH K S,P
formaseși,start F OH,R
haltere,start HH AE L T EH,R
ejaculaserăm,start EH ZH,AE
șoptitei,start SH OH P T IH T EH,Y
distra,start D IH S T R AE,stop
perturb,start,P
tentară,start T EH N T,AE
marcat,start,M
zbieram,start Z,B
grabe,start G,R
contese,start K OH N,T
mulțumitul,start,M
fusta,start,F
omniprezență,start OH M N IH P R EH Z EH N T S AX,stop
spovediților,start,S
necăjita,start N EH K AX ZH,IH
sunt,start S IX N T,stop
distrez,start,D
bifurcase,start B IH F UW R K AE S EH,stop
prezervativului,start P R EH Z,EH
organizam,start OH R G AE N IH,Z
murmurai,start M UW R M UW,R
funcționaserăți,start F UW N K IH OH N AE S EH R,AX
clăditele,start K L AX D IH T,EH
consolidez,start,K
stimularăți,start S T,IH
transpiram,start T R AE N,S
păianjenul,start P AX Y AE N ZH EH N UW,L
sodomizează,start S OH,D
regulase,start R EH G UW L AE S,EH
mute,start M,UW
cântăreață,start K IX N T AX R EH,AE
protejarăm,start P R OH T EH,ZH
inventai,start IH N V EH N T,AE
albaneză,start AE L B AE N EH Z,AX
pilotează,start P,IH
nativa,start,N
întăreai,start IX N T AX R EH AE,Y
ruinez,start R,UW
ejaculaseși,start EH ZH AE K UW L AE,S
complexitate,start K OH,M
sodomizau,start S,OH
apocalipticelor,start AE P OH K AE L IH P T IH CH EH L OH R,stop
șantajistului,start SH AE,N
ceai,start T SH AE,Y
contraveni,start OH N T R,AE
plictisii,start P L IH K T IH S,IH
răpiserăți,start R AX P IH S EH R AX T S,stop
distraserăm,start D IH S,T
întâlnirăți,start IX,N
creași,start K R EH,AE
exclame,start EH K S K,L
cenzurași,start CH EH N Z UW,R
bifurcam,start B IH F UW R K,AE
călinescu,start,K
sacoșă,start S AE K OH,SH
anulam,start AE N UW L AE,M
bigi,start B,IH
călătoritului,start K AX L AX T OH R IH T,UW
dușmănirăți,start D UW SH M AX,N
numești,start N,UW
narcotiza,start N AE R,K
sodomizaseși,start S OH D OH M IH Z AE S,EH
cino,start CH,IH
banco,start B AE NG K,OH
replicat,start R EH,P
ejaculaserăm,start EH ZH AE K UW L AE S EH,R
seduc,start S EH D UW,K
vînt,start V IX N,T
admiram,start AE D M IH,R
lucrul,start L UW K R,UW
potabile,start,P
deranjară,start D EH R AE N ZH AE R AX,stop
călătorim,start K AX L AX T OH R IH,M
funcționează,start F UW,N
indignase,start IH N D IH G N AE S EH,stop
tătărușanu,start T AX T AX R UW SH AE N UW,stop
infirmat,start,IH
bifurci,start B,IH
mulțumisem,start M,UW
ardem,start AE,R
fotografii,start,F
curai,start K UW R AE,Y
privatizam,start P R IH V AE,T
ejaculaseră,start EH,ZH
inventam,start IH N,V
promițând,start P R OH,M
mărturisim,start M AX R T,UW
avui,start,AE
clipită,start K L IH P IH T,AX
șoptind,start SH,OH
veștejim,start V EH SH T,EH
formelor,start F OH R M EH,L
sfârșiși,start S F,IX
nativa,start N AE T IH V AE,stop
fabricase,start F AE B,R
spovediserăm,start S P OH V EH D IH S EH,R
merite,start M EH R IH T EH,stop
penisului,start P EH N IH S UW,L
perfecți,start P EH,R
motiv,start,M
preparase,start P R EH P AE R AE S EH,stop
sunetul,start S UW N EH T UW,stop
amarilisului,start AE M AE R IH L IH S UW L UW,Y
elizeul,start EH L IH Z EH W,L
masturbații,start M AE S T UW R B AE IH,stop
noapte,start,N
armăsari,start AE R M AX S AE R,stop
mistificase,start M IH S T IH F IH K AE S EH,stop
seduce,start S EH D UW,T
